URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS
https://www.pararius.com/apartment-for-rent/amsterdam/f16c3496/dusartstraat,Apartment Dusartstraat,1072 HM (Nieuwe Pijp),3750,145,4,Furnished,"This recently renovated, very bright and charming split level penthouse of no less than approx. 145m2 is located in a prime location in the bustling Pijp! Equipped with 3 bedrooms, with an elevator and optional to rent parking space in the basement.",18-07-2022,01-09-2022,Specifics are not available,Good,435,Apartment,Existing building,2002,Location type is not available,3,1,2,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/f16c3496/amsterdam/housing-experts/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/69ac32aa/keizersgracht,Apartment Keizersgracht,1016 DV (Grachtengordel-West),2250,80,3,Upholstered,General:  ,17-07-2022,01-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/69ac32aa/amsterdam/michiel-stolker-real-estate/request-details
https://www.pararius.com/house-for-rent/amsterdam/762fb779/troelstralaan,House Troelstralaan,1067 MX (Geuzenveld),2600,110,4,Furnished,3 Bedrooms Fully Furnished House,17-07-2022,01-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,2015,Location type is not available,3,1,Number of floors is not available,Not present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/762fb779/amsterdam/amsterdam-property-renting/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/d8d00e87/maasstraat,Apartment Maasstraat 147 2,1079 BE (Scheldebuurt),2300,85,3,Furnished,"Beautifully renovated 3-room apartment with lots of light located on the bustling Maasstraat. The house is well maintained and has a modern interior. The house has a modern bathroom, a large kitchen with appliances and a beautiful oak floor. Thanks to the large windows and the south-west location, the house is remarkably bright and sunny.",16-07-2022,consultation,Specifics are not available,Excellent,255,Apartment,Existing building,1933,Open area,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d8d00e87/amsterdam/amstel-property-agency/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/bf2b7ddc/overtoom,Apartment Overtoom 209 B,1054 HT (Vondelbuurt),2500,128,3,Upholstered,NEW FOR RENT,15-07-2022,Not available to book,Specifics are not available,Good,427,Apartment,Existing building,1885,Location type is not available,2,2,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/bf2b7ddc/amsterdam/27-huis-makelaars/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/9a1fd965/johannes-verhulststraat,Apartment Johannes Verhulststraat 47 HS,1071 MS (Museumkwartier),9700,250,7,Upholstered,NEW FOR RENT,15-07-2022,01-08-2022,Specifics are not available,Excellent,680,Apartment,Existing building,1899,On a quiet road,6,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/9a1fd965/amsterdam/27-huis-makelaars/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ba7f8814/esther-de-boer-van-rijkstraat,Apartment Esther de Boer-van Rijkstraat 56 2,1065 GP (Slotervaart Zuid),2500,95,5,Furnished,Beautiful two floor apartment available at a 5 minute biking distance of the Hoofddorpplein!,15-07-2022,Not available to book,Specifics are not available,Upkeep is not available,199,Apartment,Existing building,1957,in a residential area,4,2,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ba7f8814/amsterdam/parker-williams-real-estate-services/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/c272b1a0/blasiusstraat,Apartment Blasiusstraat,1091 CV (Weesperzijde),3500,130,4,Furnished,"High end fully furnished apartment divided over two floors, with two spacious bedrooms and a smaller one, with south facing 60m2 private garden, just around the corner of the Amstel river and the popular Pijp area.   ",15-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Not present,Details of garden is not available,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/c272b1a0/amsterdam/expats-amsterdam-rentals-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/0d40ef32/oranje-vrijstaatplein,Apartment Oranje-Vrijstaatplein 32,1093 NG (Dapperbuurt),2250,86,3,Furnished,Very nice light and modern 2-bedroom apartment of 86 m2 in this well maintained building. The apartment comes semi-furnished and will be available from August 1st. Including a parking spot in the garage underneath!,15-07-2022,01-08-2022,Specifics are not available,Excellent,278,Apartment,Existing building,2011-2020,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Parkeerkelder,Yes,https://www.pararius.com/contact/0d40ef32/amsterdam/address-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/9700eadd/koningsstraat,Apartment Koningsstraat,1011 EW (Nieuwmarkt/Lastage),3500,135,5,Furnished,"Beautifully and furnished apartment of appr 135 m2 in a monumental building, situated in a quiet street, around the corner of the Nieuwmarkt in the historical centre of Amsterdam. Four airconditioned bedrooms, 2 bathrooms, kitchen, living and a spacious landing on the top floor.  ",15-07-2022,01-09-2022,Monumental building,Good,400,Apartment,Existing building,1860,Location type is not available,4,2,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/9700eadd/amsterdam/keizerskroon-makelaars-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/87ff781e/brouwersgracht,Apartment Brouwersgracht 206 D,1013 HD (Haarlemmerbuurt),2250,84,2,Furnished,Furnished 1.5 bedroom apartment (84M2) located in the back of a unique canal house in the Brouwersgracht. (Jordaan Area),15-07-2022,Not available to book,Monumental building,Upkeep is not available,259,Apartment,Existing building,Before 1906,Location type is not available,1,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/87ff781e/amsterdam/kk-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/7accb3f8/beemsterstraat,Apartment Beemsterstraat 542 F2,1024 BV (Waterlandpleinbuurt),1295,83,3,Interior is not available,Lovely upholstered apartment with balcony for rent in Amsterdam with 2 bedrooms in the Waterlandpleinbuurt district.,15-07-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/7accb3f8/amsterdam/heimstaden/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/d9a35bb1/jan-haringstraat,Apartment Jan Haringstraat 1,1056 XE (Landlust),1950,75,3,Shell,Beautiful apartment with garden for rent in Amsterdam with 2 bedrooms in the Landlust district.,15-07-2022,consultation,Specifics are not available,Good,230,Apartment,Existing building,1937,in a residential area,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d9a35bb1/amsterdam/consilium-bv/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/fdeb4bb3/middenweg,Apartment Middenweg 142 huis,1097 BV (Frankendael),1750,59,2,Upholstered,PROPERTY IS ONLY SUITABLE FOR A COUPLE OR SINGLE PERSON,15-07-2022,Not available to book,Specifics are not available,Upkeep is not available,177,Apartment,Existing building,1921,Near public transportation,1,1,1,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/fdeb4bb3/amsterdam/amsterdam-housing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/5ea4664f/schimmelstraat,Apartment Schimmelstraat,1053 TG (Kinkerbuurt),1825,42,2,Upholstered,Nice upholstered apartment with balcony for rent in Amsterdam in the Kinkerbuurt district.,15-07-2022,01-08-2022,Specifics are not available,Excellent,145,Apartment,Existing building,1912,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/5ea4664f/amsterdam/i-housing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/7c073127/stadionkade,Apartment Stadionkade,1077 VG (Apollobuurt),2750,120,3,Upholstered or furnished,Spacious and luxuriously furnished apartment in beautiful Amsterdam Zuid.,15-07-2022,01-08-2022,Specifics are not available,Upkeep is not available,330,Apartment,Existing building,1906,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7c073127/amsterdam/amsterhomes/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/1d66fe77/valkenburgerstraat,Apartment Valkenburgerstraat 136 E,1011 NA (Nieuwmarkt/Lastage),3150,95,3,Upholstered or furnished,NIEUW IN DE VERHUUR! Luxe gemeubileerd 3-kamer (fully serviced) appartement met 2 badkamers en balkon in het centrum van Amsterdam.,15-07-2022,01-08-2022,Accessible for seniors,Excellent,266,Apartment,Existing building,2015,Location type is not available,2,2,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1d66fe77/amsterdam/idealestate-housing-consultancy/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/1e6537a2/maria-austriastraat,Apartment Maria Austriastraat 837,1087 GZ (IJburg West),2000,137,6,Upholstered,Please request a viewing on our own website.,15-07-2022,01-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,5,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/1e6537a2/amsterdam/liv-residential-amsterdam-4/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/8fcbb6d5/spuistraat,Apartment Spuistraat,1012 VN (Burgwallen-Nieuwe Zijde),1900,60,2,Furnished,LUXURY FURNISHED RENTAL APARTMENTS AMSTERDAM ,15-07-2022,Not available to book,Specifics are not available,Excellent,180,Apartment,New development,Constructed year is not available,In the city centre,1,2,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/8fcbb6d5/amsterdam/rotsvast-amsterdam/request-details
